ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band
ENSG00000167460	TPM4	19	16067021	16103005	p13.12
ENSG00000267480		18	12031178	12032181	p11.21
ENSG00000235743		6	23337711	23346560	p22.3
ENSG00000282561	IGHV1-17	CHR_HSCHR14_3_CTG1	106175113	106175531	
ENSG00000224401	RPL7P57	X	47840963	47841702	p11.23
ENSG00000261117		2	12715415	12716227	p24.3
ENSG00000251376		5	55054428	55055140	q11.2
ENSG00000266995		18	12040101	12040300	p11.21
ENSG00000248029		5	55063179	55066230	q11.2
ENSG00000188921	HACD4	9	20999515	21031636	p21.3
ENSG00000282659	SLC20A1P2	CHR_HSCHR14_3_CTG1	106180325	106181290	
ENSG00000249454	GZMAP1	5	55073015	55096553	q11.2
ENSG00000267292		18	12050309	12050672	p11.21
ENSG00000272540		6	30723105	30723877	p21.33
ENSG00000196230	TUBB	6	30720201	30725426	p21.33
ENSG00000125877	ITPA	20	3208868	3223870	p13
ENSG00000071575	TRIB2	2	12716889	12742734	p24.3
ENSG00000219453		6	23649496	23649774	p22.3
ENSG00000278128		6	23854444	23855457	p22.3
ENSG00000218512	SPTLC1P2	6	23856698	23856818	p22.3
ENSG00000255542		11	35419057	35421002	p13
ENSG00000220748		6	23971879	23972941	p22.3
ENSG00000229251	HNRNPA1P8	7	84983556	84984506	q21.11
ENSG00000234059	CASKP1	Y	12930165	12948182	q11.221
ENSG00000227529	SAR1AP1	CHR_HSCHR6_MHC_MANN_CTG1	29076537	29077132	
ENSG00000224035	SFPQP1	Y	13083790	13095805	q11.221
ENSG00000267138		19	3754620	3756659	p13.3
ENSG00000235462	TAB3P1	Y	13153931	13162214	q11.221
ENSG00000267205		19	3753840	3756517	p13.3
ENSG00000231319	OR2B3	CHR_HSCHR6_MHC_MANN_CTG1	29086272	29087278	
ENSG00000141012	GALNS	16	88813734	88856970	q24.3
ENSG00000167705	RILP	17	1646145	1650077	p13.3
ENSG00000223915	DPPA2P1	Y	13230884	13231439	q11.221
ENSG00000282716	IGHV1-18	CHR_HSCHR14_3_CTG1	106185670	106186165	
ENSG00000105289	TJP3	19	3708109	3750813	p13.3
ENSG00000255297	OR4A41P	11	48589760	48590687	p11.2
ENSG00000225441	OR2J1	CHR_HSCHR6_MHC_MANN_CTG1	29100915	29101853	
ENSG00000234651	BAG6	CHR_HSCHR6_MHC_MCF_CTG1	31715314	31728984	
ENSG00000254674	OR4A42P	11	48610063	48611000	p11.2
ENSG00000212712		18	12056676	12057822	p11.21
ENSG00000173237	C11orf86	11	66975277	66977004	q13.2
ENSG00000267533		18	12067173	12068417	p11.21
ENSG00000281996	IGHV3-19	CHR_HSCHR14_3_CTG1	106197471	106197761	
ENSG00000266900		18	62245810	62247412	q21.33
ENSG00000256616		18	12073232	12076654	p11.21
ENSG00000267560		18	62300036	62300998	q21.33
ENSG00000284024		10	14838160	14847018	p13
ENSG00000166450	PRTG	15	55611546	55743090	q21.3
ENSG00000281928		CHR_HSCHR14_3_CTG1	106207374	106209342	
ENSG00000134444	KIAA1468	18	62187255	62310217	q21.33
ENSG00000282476	IGHV3-20	CHR_HSCHR14_3_CTG1	106211707	106212224	
ENSG00000107779	BMPR1A	10	86756601	86932838	q23.2
ENSG00000267722		18	12081540	12085267	p11.21
ENSG00000282281	IGHV3-21	CHR_HSCHR14_3_CTG1	106235833	106236365	
ENSG00000267478		18	12091674	12093141	p11.21
ENSG00000177666	PNPLA2	11	818902	825573	p15.5
ENSG00000120685	PROSER1	13	39009866	39038076	q13.3
ENSG00000219582	HNRNPA1P58	6	24001824	24002433	p22.3
ENSG00000259753		17	47253897	47344292	q21.32
ENSG00000230208	IFNNP1	9	21058771	21059323	p21.3
ENSG00000181626	ANKRD62	18	12093853	12129749	p11.21
ENSG00000156256	USP16	21	29024629	29054488	q21.3
ENSG00000219274	RPS20P2	16	1329078	1329777	p13.3
ENSG00000145649	GZMA	5	55102648	55110252	q11.2
ENSG00000243758	RPL35AP15	5	117301104	117301442	q23.1
ENSG00000259207	ITGB3	17	47253846	47311816	q21.32
ENSG00000248663	LINC00992	5	117415509	117546298	q23.1
ENSG00000259180		15	55680385	55681463	q21.3
ENSG00000214872	SMTNL1	11	57542641	57550274	q12.1
ENSG00000224059	HSPA8P16	7	85027828	85029692	q21.11
ENSG00000185267	CDNF	10	14819250	14838575	p13
ENSG00000153993	SEMA3D	7	84995553	85186855	q21.11
ENSG00000259856	RAB43P1	16	46626404	46626992	q11.2
ENSG00000267162	SDHDP1	18	12101997	12102470	p11.21
ENSG00000251477		5	117719240	117722097	q23.1
ENSG00000282609	IGHV3-22	CHR_HSCHR14_3_CTG1	106258533	106258994	
ENSG00000249582	RPL7L1P4	5	117778826	117779532	q23.1
ENSG00000084676	NCOA1	2	24491914	24770702	p23.3
ENSG00000225649		2	12966784	13007013	p24.3
ENSG00000249797	LINC02147	5	117925008	118266035	q23.1
ENSG00000123201	GUCY1B2	13	50994511	51080862	q14.3
ENSG00000164294	GPX8	5	55160118	55167071	q11.2
ENSG00000250427	LINC02148	5	118282575	118284782	q23.1
ENSG00000168065	SLC22A11	11	64555626	64572875	q13.1
ENSG00000282127	IGHVII-22-1	CHR_HSCHR14_3_CTG1	106264133	106264397	
ENSG00000282687	IGHVIII-22-2	CHR_HSCHR14_3_CTG1	106265459	106265486	
ENSG00000278102		6	18304854	18305045	p22.3
ENSG00000280086		10	11395808	11398792	p14
ENSG00000276667		9	19895800	19895973	p22.1
ENSG00000253122		8	110609241	110632394	q23.2
ENSG00000281962	IGHV3-23	CHR_HSCHR14_3_CTG1	106269377	106269911	
ENSG00000217414	DDX18P3	6	18363417	18365423	p22.3
ENSG00000156587	UBE2L6	11	57551656	57568284	q12.1
ENSG00000253717		8	110766863	110772759	q23.2
ENSG00000261402		9	19926094	19929937	p21.3
ENSG00000260075	NSFP1	17	46372855	46487141	q21.31
ENSG00000282284	IGHV1-24	CHR_HSCHR14_3_CTG1	106277317	106277814	
ENSG00000229370		2	13537673	13609168	p24.3
ENSG00000218976		6	18366736	18368644	p22.3
ENSG00000230448	LINC00276	2	13710531	14400963	p24.3
ENSG00000270712		9	19957394	19958147	p21.3
ENSG00000227718		2	13723048	13758152	p24.3
ENSG00000130348	QRSL1	6	106629578	106668417	q21
ENSG00000164287	CDC20B	5	55112995	55173175	q11.2
ENSG00000277743		18	14346214	14346923	p11.21
ENSG00000277711		9	19967239	19967994	p21.3
ENSG00000282601	HOMER2P2	CHR_HSCHR14_3_CTG1	106287582	106288428	
ENSG00000265437		18	14361434	14361943	p11.21
ENSG00000237434		9	20331446	20332277	p21.3
ENSG00000270874	RPAP2P1	10	86854696	86856236	q23.2
ENSG00000187589	TERF1P2	18	14377546	14378757	p11.21
ENSG00000233636	OR2J3	CHR_HSCHR6_MHC_MANN_CTG1	29111857	29112792	
ENSG00000104899	AMH	19	2249309	2252073	p13.3
ENSG00000231960		CHR_HSCHR6_MHC_MANN_CTG1	29124176	29128873	
ENSG00000271360		10	11611305	11612227	p14
ENSG00000263293		17	47303460	47323613	q21.32
ENSG00000228846		CHR_HSCHR6_MHC_MANN_CTG1	29137841	29138777	
ENSG00000148429	USP6NL	10	11453946	11611754	p14
ENSG00000218857		6	131184325	131185486	q23.2
ENSG00000264189		18	1927727	1929094	p11.32
ENSG00000263745		18	1883524	2489426	p11.32
ENSG00000254211	LINC01485	5	173786790	173809039	q35.2
ENSG00000226347	OR2J2	CHR_HSCHR6_MHC_MANN_CTG1	29173273	29174544	
ENSG00000118507	AKAP7	6	131135666	131283535	q23.2
ENSG00000177700	POLR2L	11	837356	842545	p15.5
ENSG00000129680	MAP7D3	X	136213220	136256482	q26.3
ENSG00000250891	LINC02208	5	118468156	118562117	q23.1
ENSG00000137393	RNF144B	6	18387350	18468874	p22.3
ENSG00000285228		13	24611966	24613983	q12.12
ENSG00000074219	TEAD2	19	49340595	49362457	q13.33
ENSG00000249551	LINC02216	5	118575575	118581324	q23.1
ENSG00000167625	ZNF526	19	42220271	42228201	q13.2
ENSG00000285000		5	77030902	77152155	q13.3
ENSG00000124356	STAMBP	2	73828916	73873659	p13.1
ENSG00000152778	IFIT5	10	89414586	89421001	q23.31
ENSG00000263958		18	72868388	72881399	q22.3
ENSG00000177697	CD151	11	832843	839831	p15.5
ENSG00000260174		15	30044455	30045296	q13.2
ENSG00000259749	NCAPGP2	15	30005205	30006430	q13.2
ENSG00000229324	NUTF2P7	X	71016531	71016905	q13.1
ENSG00000259647		15	30005443	30045848	q13.2
ENSG00000106628	POLD2	7	44114681	44124358	p13
ENSG00000254692		14	24189157	24213473	q12
ENSG00000216977	RPL21P65	6	106642463	106642928	q21
ENSG00000265296	FEM1AP2	18	14391913	14393909	p11.21
ENSG00000148943	LIN7C	11	27494576	27506773	p14.1
ENSG00000249128	LINC02215	5	118596188	118628092	q23.1
ENSG00000253994	NDUFB9P3	8	110809394	110809894	q23.2
ENSG00000266605	LONRF2P1	18	14450216	14450883	p11.21
ENSG00000240371	RPS4XP13	11	57576292	57577080	q12.1
ENSG00000155636	RBM45	2	178112424	178139011	q31.2
ENSG00000254241	MTCO1P47	8	110933263	110934533	q23.2
ENSG00000254505	CHMP4A	14	24209583	24213869	q12
ENSG00000249426		5	118760474	118785459	q23.1
ENSG00000266242	GRAMD4P7	18	14485806	14487501	p11.21
ENSG00000100461	RBM23	14	22893206	22919184	q11.2
ENSG00000265766	CXADRP3	18	14477955	14499278	p11.21
ENSG00000260909		16	46649126	46649849	q11.2
ENSG00000283408	MIR548A1HG	6	18522739	18674001	p22.3
ENSG00000197744	PTMAP2	5	118973796	118974122	q23.1
ENSG00000272912		10	102914585	102915404	q24.32
ENSG00000169570	DTWD2	5	118837322	118988545	q23.1
ENSG00000124570	SERPINB6	6	2948159	2972165	p25.2
ENSG00000100504	PYGL	14	50857891	50944736	q22.1
ENSG00000154645	CHODL	21	17901263	18267373	q21.1
ENSG00000227536	SOCS5P4	X	71043214	71045470	q13.1
ENSG00000259402		15	58815272	58817728	q22.1
ENSG00000233672	RNASEH2B-AS1	13	50862172	50910764	q14.3
ENSG00000225798		15	58889967	58894082	q22.1
ENSG00000177398	UMODL1	21	42062959	42143453	q22.3
ENSG00000263711		18	73151241	73264480	q22.3
ENSG00000282710	IGHV3-25	CHR_HSCHR14_3_CTG1	106289800	106290250	
ENSG00000234427		6	11810602	11811248	p24.1
ENSG00000281926	IGHVIII-25-1	CHR_HSCHR14_3_CTG1	106294339	106294579	
ENSG00000229389		15	30052942	30073064	q13.2
ENSG00000282344	IGHV2-26	CHR_HSCHR14_3_CTG1	106302166	106302633	
ENSG00000261131		16	46660696	46661591	q11.2
ENSG00000215124	AMD1P4	6	11861626	11862970	p24.1
ENSG00000171843	MLLT3	9	20341665	20622543	p21.3
ENSG00000136104	RNASEH2B	13	50909678	51024120	q14.3
ENSG00000170290	SLN	11	107707378	107719693	q22.3
ENSG00000069329	VPS35	16	46656132	46689518	q11.2
ENSG00000228505		2	14616428	14630192	p24.3
ENSG00000234452	SLC16A12-AS1	10	89456064	89468140	q23.31
ENSG00000229668		10	114501997	114502347	q25.3
ENSG00000147164	SNX12	X	71056332	71073426	q13.1
ENSG00000060138	YBX3	12	10699089	10723312	p13.2
ENSG00000282019	GPI	CHR_HSCHR19_2_CTG3_1	34359480	34381539	
ENSG00000152779	SLC16A12	10	89430299	89556641	q23.31
ENSG00000282239	IGHVIII-26-1	CHR_HSCHR14_3_CTG1	106310188	106310437	
ENSG00000282452	IGHVII-26-2	CHR_HSCHR14_3_CTG1	106315422	106315746	
ENSG00000228404		21	46185079	46188941	q22.3
ENSG00000223901		21	46220269	46225364	q22.3
ENSG00000179938	GOLGA8J	15	30083053	30093499	q13.2
ENSG00000160285	LSS	21	46188141	46228824	q22.3
ENSG00000274110	LAIR1	CHR_HSCHR19LRC_PGF1_CTG3_1	54283996	54300924	
ENSG00000115275	MOGS	2	74461057	74465410	p13.1
ENSG00000263091	KRTAP2-4	CHR_HSCHR17_4_CTG4	41065346	41066109	
ENSG00000267109		17	70312831	70368916	q24.3
ENSG00000274276	CBSL	21	6444869	6468040	p12
ENSG00000175445	LPL	8	19901717	19967258	p21.3
ENSG00000107281	NPDC1	9	137039470	137046203	q34.3
ENSG00000254702		11	107736009	107738718	q22.3
ENSG00000100575	TIMM9	14	58408494	58427614	q23.1
ENSG00000262990		17	6749685	6749978	p13.1
ENSG00000244283	RPL23AP73	17	6749718	6750188	p13.1
ENSG00000196417	ZNF765	19	53389793	53430413	q13.42
ENSG00000254813		8	12765849	12811478	p22
ENSG00000255494	LINC00681	8	12794243	12818291	p23.1
ENSG00000092200	RPGRIP1	14	21287939	21351301	q11.2
ENSG00000249213		8	26254883	26256628	p21.2
ENSG00000181035	SLC25A42	19	19063999	19112888	p13.11
ENSG00000180539	C9orf139	9	137027464	137037957	q34.3
ENSG00000225404	RPL26P34	13	24704338	24704788	q12.12
ENSG00000273254		21	29024255	29024890	q21.3
ENSG00000075673	ATP12A	13	24680411	24712493	q12.12
ENSG00000137312	FLOT1	6	30727709	30742733	p21.33
ENSG00000279073		9	137031241	137040436	q34.3
ENSG00000227330		21	18022370	18114904	q21.1
ENSG00000166033	HTRA1	10	122461525	122514908	q26.13
ENSG00000011132	APBA3	19	3750819	3761699	p13.3
ENSG00000253877	LINC01608	8	110937690	111027433	q23.2
ENSG00000249435		19	53426019	53426499	q13.42
ENSG00000241069		19	53386233	53386388	q13.42
ENSG00000177447	CBX3P1	11	27806443	27806996	p14.1
ENSG00000180209	MYLPF	16	30370934	30377991	p11.2
ENSG00000254934	LINC00678	11	27617626	27634627	p14.1
ENSG00000203326	ZNF525	19	53365693	53392217	q13.42
ENSG00000280376		16	46673443	46673927	q11.2
ENSG00000204818	ADGRF5P2	9	42795392	42800672	p11.1
ENSG00000255496		11	27696312	27877648	p14.1
ENSG00000240036		11	27581680	27582055	p14.1
ENSG00000245573	BDNF-AS	11	27506838	27698174	p14.1
ENSG00000259224	SLC35G6	17	7481332	7483496	p13.1
ENSG00000174282	ZBTB4	17	7459366	7484263	p13.1
ENSG00000258650	HSBP1P1	14	58463971	58464136	q23.1
ENSG00000258900	HNRNPCP1	14	58521223	58521988	q23.1
ENSG00000258378		14	58398557	58427125	q23.1
ENSG00000196860	TOMM20L	14	58395916	58408701	q23.1
ENSG00000131089	ARHGEF9	X	63634967	63809274	q11.2
ENSG00000239912	RPL39P36	19	53413190	53413345	q13.42
ENSG00000168890	TMEM150A	2	85598548	85603196	p11.2
ENSG00000224097		4	39480255	39481905	p14
ENSG00000262376	KRTAP2-5P	CHR_HSCHR17_4_CTG4	41072178	41072573	
ENSG00000267471		17	70628917	70629265	q24.3
ENSG00000101447	FAM83D	20	38926312	38953106	q11.23
ENSG00000270248		19	52110318	52110726	q13.41
ENSG00000121897	LIAS	4	39458587	39485109	p14
ENSG00000249628	LINC00942	12	1500525	1507318	p13.33
ENSG00000237088		9	20532552	20533339	p21.3
ENSG00000217379		6	19143695	19144160	p22.3
ENSG00000100578	KIAA0586	14	58427385	58551289	q23.1
ENSG00000148842	CNNM2	10	102918293	103090221	q24.32
ENSG00000224537	MEP1AP4	9	42817105	42823213	p11.1
ENSG00000277190		CHR_HSCHR19_4_CTG3_1	54225142	54225500	
ENSG00000273655		CHR_HSCHR19_4_CTG3_1	54209707	54210033	
ENSG00000277080		CHR_HSCHR19_4_CTG3_1	54246700	54247928	
ENSG00000266286		CHR_HSCHR17_4_CTG4	41084386	41085542	
ENSG00000278270	RPS9	CHR_HSCHR19_4_CTG3_1	54201357	54249609	
ENSG00000271239		17	70778604	70779230	q24.3
ENSG00000258687		14	50848122	50865659	q22.1
ENSG00000258745		14	50912226	50913358	q22.1
ENSG00000131969	ABHD12B	14	50872160	50904970	q22.1
ENSG00000230079	STK24P1	X	136295690	136300298	q26.3
ENSG00000239689	RPL17P46	18	50823577	50824120	q21.2
ENSG00000267927		19	52171158	52177002	q13.41
ENSG00000243680	RPL37P23	19	52143043	52143336	q13.41
ENSG00000134042	MRO	18	50795120	50825402	q21.2
ENSG00000176697	BDNF	11	27654893	27722058	p14.1
ENSG00000267827		19	52130548	52171533	q13.41
ENSG00000213699	SLC35F6	2	26764284	26781231	p23.3
ENSG00000204611	ZNF616	19	52113091	52139922	q13.41
ENSG00000188811	NHLRC3	13	39038306	39050109	q13.3
ENSG00000149131	SERPING1	11	57597387	57614853	q12.1
ENSG00000213277	MARCKSL1P1	10	103175554	103176094	q24.33
ENSG00000237827	RPS15AP29	10	103125017	103125416	q24.33
ENSG00000168256	NKIRAS2	17	42011382	42025644	q21.2
ENSG00000076685	NT5C2	10	103088017	103193306	q24.33
ENSG00000154001	PPP2R5E	14	63371357	63543374	q23.2
ENSG00000196267	ZNF836	19	52153864	52171643	q13.41
ENSG00000283525		19	43690002	43700508	q13.31
ENSG00000171855	IFNB1	9	21077105	21077963	p21.3
ENSG00000255167		11	21260061	21262570	p15.1
ENSG00000254816		11	21169748	21170137	p15.1
ENSG00000124449	IRGC	19	43716010	43720021	q13.31
ENSG00000172186	HMGN1P35	X	69174124	69174717	q13.1
ENSG00000144395	CCDC150	2	196639554	196763490	q33.1
ENSG00000215162	LINC00269	X	69179557	69209924	q13.1
ENSG00000115163	CENPA	2	26764289	26801067	p23.3
ENSG00000152954	NRSN1	6	24126122	24154900	p22.3
ENSG00000268458		19	52142626	52144156	q13.41
ENSG00000255053	OR4A44P	11	48627546	48628493	p11.2
ENSG00000235868	GAPDHP31	12	7566369	7567382	p13.31
ENSG00000188305	PEAK3	19	2274622	2282176	p13.3
ENSG00000154813	DPH3	3	16257978	16264972	p25.1
ENSG00000256331	NIFKP3	12	7604350	7605214	p13.31
ENSG00000261780	LINC02582	18	73324941	73349878	q22.3
ENSG00000103375	AQP8	16	25215731	25228940	p12.1
ENSG00000265380		18	73711329	73715490	q22.3
ENSG00000228987	HLA-DRA	CHR_HSCHR6_MHC_DBB_CTG1	32414554	32419764	
ENSG00000167476	JSRP1	19	2252252	2269759	p13.3
ENSG00000002919	SNX11	17	48103357	48123074	q21.32
ENSG00000173227	SYT12	11	67006778	67050863	q13.2
ENSG00000177685	CRACR2B	11	826144	831991	p15.5
ENSG00000225027	IFNWP4	9	21106543	21106836	p21.3
ENSG00000183878	UTY	Y	13248379	13480673	q11.221
ENSG00000005206	SPPL2B	19	2328615	2354806	p13.3
ENSG00000153066	TXNDC11	16	11679080	11742878	p13.13
ENSG00000237650	OR11Q1P	X	131204068	131205010	q26.1
ENSG00000111186	WNT5B	12	1529891	1647243	p13.33
ENSG00000276205		X	131221196	131221436	q26.1
ENSG00000249959		5	107699835	107716841	q21.3
ENSG00000263637		18	68753179	68754583	q22.1
ENSG00000273584		18	68908048	68908599	q22.1
ENSG00000264236		18	68992718	68993375	q22.1
ENSG00000255977		12	7606834	7607331	p13.31
ENSG00000255057		11	130008586	130009765	q24.3
ENSG00000150636	CCDC102B	18	68715209	69055189	q22.1
ENSG00000284327		12	7619872	7620260	p13.31
ENSG00000254728		11	48881723	48902181	p11.12
ENSG00000130595	TNNT3	11	1919562	1938706	p15.5
ENSG00000254920		11	48893256	48898703	p11.12
ENSG00000034239	EFCAB1	8	48710789	48735311	q11.21
ENSG00000255551		11	48880111	48885237	p11.12
ENSG00000255262	ELOBP2	11	130032866	130033220	q24.3
ENSG00000255535		11	130040365	130041071	q24.3
ENSG00000277020		13	20564708	20567045	q12.11
ENSG00000237591	HLA-DRB9	CHR_HSCHR6_MHC_DBB_CTG1	32434517	32448172	
ENSG00000284591		12	7620542	7621450	p13.31
ENSG00000235577		CHR_HSCHR6_MHC_DBB_CTG1	32460410	32460505	
ENSG00000255527		11	48907103	48908946	p11.12
ENSG00000234470		CHR_HSCHR6_MHC_DBB_CTG1	32501548	32501955	
ENSG00000249910	TRIM51CP	11	48945694	48951895	p11.12
ENSG00000233240		CHR_HSCHR6_MHC_DBB_CTG1	32504263	32523409	
ENSG00000235391		CHR_HSCHR6_MHC_DBB_CTG1	32507110	32508241	
ENSG00000119446	RBM18	9	122237624	122264839	q33.2
ENSG00000284522		12	7626103	7626486	p13.31
ENSG00000233347	ERP29P1	20	52110344	52111049	q13.2
ENSG00000021762	OSBPL5	11	3087116	3166739	p15.4
ENSG00000259955		16	25238318	25239287	p12.1
ENSG00000155592	ZKSCAN2	16	25236001	25257931	p12.1
ENSG00000020256	ZFP64	20	52051663	52204308	q13.2
ENSG00000179010	MRFAP1	4	6640091	6642745	p16.1
ENSG00000240652		11	107908420	107908764	q22.3
ENSG00000110660	SLC35F2	11	107790991	107928293	q22.3
ENSG00000180096	SEPT1	16	30378133	30395991	p11.2
ENSG00000255108		11	823634	832883	p15.5
ENSG00000148187	MRRF	9	122264603	122331343	q33.2
ENSG00000282761	IGHVII-30-21	CHR_HSCHR14_3_CTG1	106355443	106355479	
ENSG00000169976	SF3B5	6	144094881	144095573	q24.2
ENSG00000281983	IGHV3-29	CHR_HSCHR14_3_CTG1	106356982	106357409	
ENSG00000254517		11	48959928	48961810	p11.12
ENSG00000171823	FBXL14	12	1565993	1594165	p13.33
ENSG00000219297	MRPL42P3	6	144136450	144136775	q24.2
ENSG00000267733		18	12201982	12223539	p11.21
ENSG00000276092		18	68721082	68721560	q22.1
ENSG00000262420		16	11741910	11744506	p13.13
ENSG00000135604	STX11	6	144150526	144188370	q24.2
ENSG00000264472		18	68899781	68902255	q22.1
ENSG00000184602	SNN	16	11668414	11679159	p13.13
ENSG00000166479	TMX3	18	68673688	68715298	q22.1
ENSG00000248827		5	107724961	107727117	q21.3
ENSG00000184385	UMODL1-AS1	21	42102134	42108534	q22.3
ENSG00000118702	GHRH	20	37251082	37261835	q11.23
ENSG00000144120	TMEM177	2	119679167	119686507	q14.2
ENSG00000127947	PTPN12	7	77537275	77640071	q11.23
ENSG00000267076	CCDC58P3	18	12211378	12211807	p11.21
ENSG00000263655		18	73914405	74034161	q22.3
ENSG00000227663	RPL7P2	20	2075555	2075822	p13
ENSG00000278902		18	73921939	73922631	q22.3
ENSG00000282642	IGHV3-33	CHR_HSCHR14_3_CTG1	106359784	106360304	
ENSG00000281959		CHR_HSCHR14_3_CTG1	106369091	106369528	
ENSG00000125834	STK35	20	2101611	2177038	p13
ENSG00000235127		2	14886647	14907664	p24.3
ENSG00000008256	CYTH3	7	6161776	6272644	p22.1
ENSG00000278082		CHR_HSCHR14_3_CTG1	106373990	106374420	
ENSG00000204228	HSD17B8	6	33204642	33206831	p21.32
ENSG00000282595		CHR_HSCHR14_3_CTG1	106380821	106381287	
ENSG00000282150		CHR_HSCHR14_3_CTG1	106384472	106384925	
ENSG00000173786	CNP	17	41966741	41977731	q21.2
ENSG00000271046		10	11679675	11680514	p14
ENSG00000256056		12	27592461	27594039	p11.23
ENSG00000282552	IGHVII-33-1	CHR_HSCHR14_3_CTG1	106392066	106392345	
ENSG00000248100		12	27547050	27552773	p11.23
ENSG00000183513	COA5	2	98599310	98608515	q11.2
ENSG00000282526	IGHV3-33-2	CHR_HSCHR14_3_CTG1	106393788	106394227	
ENSG00000276491	IGHV4-34	CHR_HSCHR14_3_CTG1	106398342	106398826	
ENSG00000224077		11	117098987	117108170	q23.3
ENSG00000282123	IGHV7-34-1	CHR_HSCHR14_3_CTG1	106401981	106402414	
ENSG00000225236		11	117117794	117119181	q23.3
ENSG00000267247		18	12230411	12231573	p11.21
ENSG00000137574	TGS1	8	55773142	55825448	q12.1
ENSG00000254851		11	117135528	117138582	q23.3
ENSG00000282104	IGHV3-35	CHR_HSCHR14_3_CTG1	106414071	106414539	
ENSG00000254812		8	143632071	143633756	q24.3
ENSG00000248979	LAMTOR3P2	5	119132651	119132882	q23.1
ENSG00000267663	PPIAP56	18	12246589	12247055	p11.21
ENSG00000260247	SUB1P4	16	23537061	23537556	p12.2
ENSG00000281986	IGHV3-36	CHR_HSCHR14_3_CTG1	106417455	106417912	
ENSG00000281973	IGHV3-37	CHR_HSCHR14_3_CTG1	106421357	106421795	
ENSG00000172869	DMXL1	5	119037772	119249138	q23.1
ENSG00000103356	EARS2	16	23522014	23557731	p12.2
ENSG00000237155	IER3	CHR_HSCHR6_MHC_COX_CTG1	30733058	30734413	
ENSG00000282425	IGHV3-38	CHR_HSCHR14_3_CTG1	106435173	106435702	
ENSG00000132530	XAF1	17	6755447	6775647	p13.1
ENSG00000101363	MANBAL	20	37289638	37317260	q11.23
ENSG00000206235	TAP2	CHR_HSCHR6_MHC_MANN_CTG1	32975593	32992541	
ENSG00000134463	ECHDC3	10	11742366	11764070	p14
ENSG00000105722	ERF	19	42247572	42255157	q13.2
ENSG00000108788	MLX	17	42567068	42573239	q21.2
ENSG00000130332	LSM7	19	2321517	2328620	p13.3
ENSG00000261792	DNM1P28	15	30098826	30102093	q13.2
ENSG00000167904	TMEM68	8	55696424	55773407	q12.1
ENSG00000184481	FOXO4	X	71096197	71103535	q13.1
ENSG00000178081	ULK4P3	15	30103720	30131757	q13.2
ENSG00000168259	DNAJC7	17	41976433	42021376	q21.2
ENSG00000249751	ECSCR	5	139448556	139462743	q31.2
ENSG00000119041	GTF3C3	2	196763032	196799725	q33.1
ENSG00000274587	LILRB3	CHR_HSCHR19_4_CTG3_1	54217271	54223706	
ENSG00000268643		19	42234583	42255132	q13.2
ENSG00000105723	GSK3A	19	42230186	42242625	q13.2
ENSG00000254678		11	117143891	117144191	q23.3
ENSG00000224641	HCG20	CHR_HSCHR6_MHC_COX_CTG1	30756658	30782086	
ENSG00000160200	CBS	21	43053191	43076943	q22.3
ENSG00000180035	ZNF48	16	30378106	30400108	p11.2
ENSG00000282325		CHR_HSCHR17_2_CTG5	45452499	45463720	
ENSG00000217027	TPT1P4	6	144200447	144200965	q24.2
ENSG00000282576	IGHVIII-38-1	CHR_HSCHR14_3_CTG1	106442706	106442759	
ENSG00000178966	RMI1	9	83980711	84004074	q21.32
ENSG00000263311		16	72004239	72004803	q22.2
ENSG00000276358	PLEKHM1	CHR_HSCHR17_2_CTG5	45435902	45490401	
ENSG00000282579	IGHV4-39	CHR_HSCHR14_3_CTG1	106446390	106446899	
ENSG00000216475		6	144257034	144257624	q24.2
ENSG00000279686		5	139442316	139462707	q31.2
ENSG00000263232	ATP5F1AP3	16	72005037	72006543	q22.2
