affy_hg_u133_plus_2	hgnc_symbol	chromosome_name	start_position	end_position	band
	SRPRA	11	126262919	126269144	q24.2
	DNAJA1P3	X	107351650	107352843	q22.3
		7	65075023	65078780	q11.21
36936_at	TSTA3	CHR_HSCHR8_3_CTG7	143612618	143618048	
201644_at	TSTA3	CHR_HSCHR8_3_CTG7	143612618	143618048	
	TSTA3	CHR_HSCHR8_3_CTG7	143612618	143618048	
	GTF2IP14	7	65084103	65100232	q11.21
224436_s_at	NIPSNAP3A	9	104747688	104760122	q31.1
		17	40380666	40381838	q21.2
	SETP15	X	15917548	15918631	p22.2
		14	69561019	69561470	q24.1
236174_at		5	73497550	73498293	q13.2
220887_at	CCDC177	14	69569816	69574837	q24.1
1563887_at	INTS4P1	7	65141032	65234216	q11.21
	INTS4P1	7	65141032	65234216	q11.21
1556648_a_at	LINC01553	10	59955430	59960913	q21.2
	HPCAL1	2	10302889	10427617	p25.1
212552_at	HPCAL1	2	10302889	10427617	p25.1
205462_s_at	HPCAL1	2	10302889	10427617	p25.1
1569504_at		CHR_HSCHR19LRC_COX1_CTG3_1	54575908	54581617	
	GPC5-IT1	13	92484606	92510094	q31.3
	FABP5P4	13	92180715	92180885	q31.3
228005_at	ZXDB	X	57591652	57597545	p11.21
216014_s_at	ZXDB	X	57591652	57597545	p11.21
216013_at	ZXDB	X	57591652	57597545	p11.21
	GPC5-AS1	13	92701389	92721614	q31.3
	RPL12P37	17	80976454	80976948	q25.3
		22	38387918	38388857	q13.1
216154_at		13	91994518	91996523	q31.3
208923_at	CYFIP1	15	22867052	22981063	q11.2
	CYFIP1	15	22867052	22981063	q11.2
207174_at	GPC5	13	91398607	92873682	q31.3
	GPC5	13	91398607	92873682	q31.3
239805_at	SLC13A2	17	28473293	28497781	q11.2
207567_at	SLC13A2	17	28473293	28497781	q11.2
	SLC13A2	17	28473293	28497781	q11.2
207343_at	LYZL6	17	35934518	35943699	q12
	LYZL6	17	35934518	35943699	q12
		17	67950885	67951746	q24.2
		17	67973934	67976072	q24.2
211939_x_at	BTF3	5	73498408	73505635	q13.2
214800_x_at	BTF3	5	73498408	73505635	q13.2
208517_x_at	BTF3	5	73498408	73505635	q13.2
	BTF3	5	73498408	73505635	q13.2
		17	67955314	67957291	q24.2
		13	92239835	92241951	q31.3
		13	92658994	92659227	q31.3
202543_s_at	GMFB	14	54474484	54489196	q22.2
202544_at	GMFB	14	54474484	54489196	q22.2
	GMFB	14	54474484	54489196	q22.2
	GPC5-AS2	13	92339794	92340603	q31.3
		19	55338945	55339283	q13.42
233659_at		13	91485793	91486870	q31.3
207186_s_at	BPTF	17	67825524	67984378	q24.2
209271_at	BPTF	17	67825524	67984378	q24.2
232909_s_at	BPTF	17	67825524	67984378	q24.2
230056_at	BPTF	17	67825524	67984378	q24.2
	BPTF	17	67825524	67984378	q24.2
231953_at	BPTF	17	67825524	67984378	q24.2
233372_at		13	92446470	92449056	q31.3
	ATRIP	3	48446710	48467645	p21.31
1552937_s_at	ATRIP	3	48446710	48467645	p21.31
34689_at	ATRIP	3	48446710	48467645	p21.31
205875_s_at	ATRIP	3	48446710	48467645	p21.31
	FTLP14	16	68822587	68823070	q22.1
201292_at	TOP2A	17	40388516	40417950	q21.2
201291_s_at	TOP2A	17	40388516	40417950	q21.2
	TOP2A	17	40388516	40417950	q21.2
		10	77782866	77793176	q22.3
240049_at		10	77782866	77793176	q22.3
229689_s_at		10	77782866	77793176	q22.3
		10	77866875	77869610	q22.3
		1	18849273	18921121	p36.13
201681_s_at	DLG5	10	77790791	77926526	q22.3
210469_at	DLG5	10	77790791	77926526	q22.3
	DLG5	10	77790791	77926526	q22.3
		17	61034636	61070122	q23.2
225615_at	IFFO2	1	18904281	18956686	p36.13
	IFFO2	1	18904281	18956686	p36.13
244538_at	KCTD19	16	67289428	67326763	q22.1
	KCTD19	16	67289428	67326763	q22.1
	RPL7P4	CHR_HSCHR6_MHC_COX_CTG1	30686667	30687396	
206688_s_at	CPSF4	7	99438922	99457371	q22.1
	CPSF4	7	99438922	99457371	q22.1
204070_at	RARRES3	11	63536809	63546462	q12.3
1561487_at		15	29609676	29611212	q13.1
	SNX21	20	45833810	45843275	q13.12
226595_at	SNX21	20	45833810	45843275	q13.12
1553961_s_at	SNX21	20	45833810	45843275	q13.12
1553960_at	SNX21	20	45833810	45843275	q13.12
	TUBBP8	15	29612570	29614274	q13.1
	NLRP2B	X	57677067	57680260	p11.21
241937_s_at	WDR4	21	42843094	42879568	q22.3
226882_x_at	WDR4	21	42843094	42879568	q22.3
221632_s_at	WDR4	21	42843094	42879568	q22.3
		X	57766320	57767292	p11.21
216014_s_at	ZXDA	X	57906708	57910820	p11.21
215263_at	ZXDA	X	57906708	57910820	p11.21
	MYCLP2	X	57933837	57934803	p11.21
217351_at	KRT8P17	X	57984686	57986133	p11.21
		X	62779250	62780326	q11.1
223042_s_at	FUNDC2P1	5	73508685	73509254	q13.2
1553529_at	TAS1R2	1	18839599	18859682	p36.13
	MTND1P31	X	62842542	62843502	q11.1
		20	62477870	62478594	q13.33
	MTND2P25	X	62843697	62844306	q11.1
217983_s_at		6	166858094	166956124	q27
1562586_at		20	62513909	62516096	q13.33
217897_at	FXYD6	11	117836976	117877486	q23.3
	FXYD6	11	117836976	117877486	q23.3
	ZFRP1	X	62878811	62884842	q11.1
216493_s_at		6	166701094	166702839	q27
216494_at		6	166701094	166702839	q27
211552_s_at	ALDH4A1	1	18871430	18902781	p36.13
203722_at	ALDH4A1	1	18871430	18902781	p36.13
	ALDH4A1	1	18871430	18902781	p36.13
220904_at	LINC00574	CHR_HSCHR6_1_CTG4	169790321	169802873	
	RPS6KA2-IT1	6	166460663	166465383	q27
1561327_at	LINC00242	CHR_HSCHR6_1_CTG4	169788790	169798825	
1553205_at	MIR1-1HG-AS1	20	62544343	62551526	q13.33
1553204_at	MIR1-1HG-AS1	20	62544343	62551526	q13.33
	MIR1-1HG-AS1	20	62544343	62551526	q13.33
235699_at	REM2	14	22883165	22887686	q11.2
	REM2	14	22883165	22887686	q11.2
206663_at	SP4	7	21428034	21514822	p15.3
236265_at	SP4	7	21428034	21514822	p15.3
	SP4	7	21428034	21514822	p15.3
		9	93147040	93148556	q22.31
232892_at	MIR1-1HG	20	62550453	62570764	q13.33
		16	31508471	31509256	p11.2
230074_s_at		16	31487370	31488492	p11.2
	SLC5A2	16	31483002	31490860	p11.2
207771_at	SLC5A2	16	31483002	31490860	p11.2
	FOXRED1	11	126269055	126278131	q24.2
223128_at	FOXRED1	11	126269055	126278131	q24.2
	IGLV1-44	CHR_HSCHR22_1_CTG3	22380766	22381346	
	LINC02521	6	2636936	2640001	p25.2
	UTP15	5	73565443	73583377	q13.2
228050_at	UTP15	5	73565443	73583377	q13.2
228043_at	UTP15	5	73565443	73583377	q13.2
		17	28633206	28635950	q11.2
	TDRD1	10	114179270	114232304	q25.3
221018_s_at	TDRD1	10	114179270	114232304	q25.3
224497_x_at	HSD17B14	19	48813017	48836678	q13.33
224494_x_at	HSD17B14	19	48813017	48836678	q13.33
219113_x_at	HSD17B14	19	48813017	48836678	q13.33
228713_s_at	HSD17B14	19	48813017	48836678	q13.33
1558176_at	IGLV7-43	CHR_HSCHR22_1_CTG3	22395019	22395490	
200751_s_at	HNRNPC	14	21209136	21269494	q11.2
200014_s_at	HNRNPC	14	21209136	21269494	q11.2
214737_x_at	HNRNPC	14	21209136	21269494	q11.2
212626_x_at	HNRNPC	14	21209136	21269494	q11.2
227110_at	HNRNPC	14	21209136	21269494	q11.2
	HNRNPC	14	21209136	21269494	q11.2
228646_at	PPP1R1C	2	181954241	182131398	q31.3
1555462_at	PPP1R1C	2	181954241	182131398	q31.3
	PPP1R1C	2	181954241	182131398	q31.3
		17	28573117	28574243	q11.2
	MARK2P14	CHR_HSCHR3_1_CTG1	11908448	11914234	
		CHR_HSCHR3_1_CTG1	11911555	11912686	
		17	28601827	28602284	q11.2
204836_at	GLDC	9	6532464	6645783	p24.1
	GLDC	9	6532464	6645783	p24.1
204212_at	ACOT8	20	45841721	45857406	q13.12
	ACOT8	20	45841721	45857406	q13.12
236514_at	ACOT8	20	45841721	45857406	q13.12
		16	35528367	35529318	p11.1
1556136_at	MYLK4	6	2663629	2750966	p25.2
228171_s_at	PLEKHG4	16	67277510	67289499	q22.1
	PLEKHG4	16	67277510	67289499	q22.1
209008_x_at	KRT8P3	8	61578220	61579668	q12.3
203145_at	SPAG5	17	28577565	28599279	q11.2
	SPAG5	17	28577565	28599279	q11.2
200063_s_at	NPM1P6	8	61202350	61203220	q12.2
	RPS3AP50	19	33340686	33341984	q13.11
	RARRES2P8	16	35543279	35543645	p11.1
225008_at	ASPH	8	61500556	61714640	q12.3
224996_at	ASPH	8	61500556	61714640	q12.3
205808_at	ASPH	8	61500556	61714640	q12.3
	ASPH	8	61500556	61714640	q12.3
242037_at	ASPH	8	61500556	61714640	q12.3
210896_s_at	ASPH	8	61500556	61714640	q12.3
209135_at	ASPH	8	61500556	61714640	q12.3
229879_at	ASPH	8	61500556	61714640	q12.3
207284_s_at	ASPH	8	61500556	61714640	q12.3
222994_at	PRDX5	11	64318088	64321811	q13.1
1560587_s_at	PRDX5	11	64318088	64321811	q13.1
	PRDX5	11	64318088	64321811	q13.1
214576_at	KRT36	17	41486136	41492546	q21.2
223655_at	CD163L1	12	7346685	7479897	p13.31
	CD163L1	12	7346685	7479897	p13.31
206615_s_at	ADAM22	7	87934143	88202889	q21.12
208227_x_at	ADAM22	7	87934143	88202889	q21.12
208226_x_at	ADAM22	7	87934143	88202889	q21.12
244194_at	ADAM22	7	87934143	88202889	q21.12
208237_x_at	ADAM22	7	87934143	88202889	q21.12
213411_at	ADAM22	7	87934143	88202889	q21.12
1555024_at	ADAM22	7	87934143	88202889	q21.12
	ADAM22	7	87934143	88202889	q21.12
206616_s_at	ADAM22	7	87934143	88202889	q21.12
233295_at	VN1R108P	20	25734264	25735093	p11.1
		20	25751218	25752761	p11.1
		CHR_HSCHR6_1_CTG4	169809318	169810102	
		17	56884639	56884819	q22
210342_s_at	TPO	2	1374223	1543711	p25.3
	TPO	2	1374223	1543711	p25.3
	LINC01624	CHR_HSCHR6_1_CTG5	170272763	170279887	
1562026_at	WNK2	9	93184916	93320572	q22.31
229547_s_at	WNK2	9	93184916	93320572	q22.31
227217_at	WNK2	9	93184916	93320572	q22.31
	WNK2	9	93184916	93320572	q22.31
239670_at	WNK2	9	93184916	93320572	q22.31
1557536_at	WNK2	9	93184916	93320572	q22.31
	PDAP1	7	99392048	99408829	q22.1
217624_at	PDAP1	7	99392048	99408829	q22.1
202290_at	PDAP1	7	99392048	99408829	q22.1
		CHR_HSCHR6_1_CTG5	170275331	170276762	
201441_at	COX6B1	19	35648223	35658861	q13.12
	COX6B1	19	35648223	35658861	q13.12
1563637_at		16	2464950	2468213	p13.3
		20	25835985	25836832	p11.1
	KRT18P29	2	181961212	181962478	q31.3
	BSNDP2	20	25845497	25845862	p11.1
222205_x_at	FAM182B	20	25763466	25868225	p11.1
216053_x_at	FAM182B	20	25763466	25868225	p11.1
215487_x_at	FAM182B	20	25763466	25868225	p11.1
	FAM182B	20	25763466	25868225	p11.1
217891_at	C16orf58	16	31489471	31509309	p11.2
222190_s_at	C16orf58	16	31489471	31509309	p11.2
	C16orf58	16	31489471	31509309	p11.2
	ATP5MF	7	99448475	99466331	q22.1
202961_s_at	ATP5MF	7	99448475	99466331	q22.1
1558179_at	ATP5MF	7	99448475	99466331	q22.1
	BSNDP1	20	25783553	25783919	p11.1
		2	111952144	111952671	q13
		2	111940302	111941036	q13
242582_at		10	30831828	30833387	p11.23
206028_s_at	MERTK	2	111898479	112029561	q13
211913_s_at	MERTK	2	111898479	112029561	q13
	MERTK	2	111898479	112029561	q13
	DDX10P1	10	30919012	30921235	p11.23
	ZNF438	10	30820207	31031937	p11.23
229743_at	ZNF438	10	30820207	31031937	p11.23
244752_at	ZNF438	10	30820207	31031937	p11.23
		6	91815843	91816428	q15
221808_at	RAB9A	X	13689125	13710506	p22.2
209412_at		21	5155499	5165472	p12
208184_s_at		21	5155499	5165472	p12
		12	5032388	5032941	p13.32
	RPL23AP71	14	34485979	34486447	q13.1
		16	654611	656194	p13.3
212995_x_at	MZT2B	2	130181737	130190729	q21.1
	MZT2B	2	130181737	130190729	q21.1
		18	11910634	11914344	p11.21
206762_at	KCNA5	12	5043989	5046788	p13.32
1556636_at		5	142165767	142168387	q31.3
212277_at	MTMR4	17	58489529	58517905	q22
214268_s_at	MTMR4	17	58489529	58517905	q22
	MTMR4	17	58489529	58517905	q22
	AGGF1P7	16	35547917	35548829	p11.1
1570058_at	KMT5C	19	55339853	55348120	q13.42
224431_s_at	KMT5C	19	55339853	55348120	q13.42
	KMT5C	19	55339853	55348120	q13.42
215620_at		6	7183083	7185287	p24.3
213451_x_at	TNXA	CHR_HSCHR6_MHC_MCF_CTG1	32085057	32088915	
208609_s_at	TNXA	CHR_HSCHR6_MHC_MCF_CTG1	32085057	32088915	
216339_s_at	TNXA	CHR_HSCHR6_MHC_MCF_CTG1	32085057	32088915	
208519_x_at	GNRH2	20	3043622	3045747	p13
217411_s_at	RREB1	6	7107597	7251980	p24.3
	RREB1	6	7107597	7251980	p24.3
203704_s_at	RREB1	6	7107597	7251980	p24.3
242297_at	RREB1	6	7107597	7251980	p24.3
203645_s_at	CD163	12	7470813	7503893	p13.31
215049_x_at	CD163	12	7470813	7503893	p13.31
216233_at	CD163	12	7470813	7503893	p13.31
	CD163	12	7470813	7503893	p13.31
		22	25959074	25983526	q12.1
		22	25876854	25903247	q12.1
201954_at	ARPC1B	7	99374249	99394814	q22.1
	ARPC1B	7	99374249	99394814	q22.1
205117_at	FGF1	5	142592178	142698070	q31.3
1552721_a_at	FGF1	5	142592178	142698070	q31.3
208240_s_at	FGF1	5	142592178	142698070	q31.3
	FGF1	5	142592178	142698070	q31.3
218769_s_at	ANKRA2	5	73552335	73565686	q13.2
	ANKRA2	5	73552335	73565686	q13.2
201419_at	BAP1	3	52401013	52410350	p21.1
1555735_a_at	BAP1	3	52401013	52410350	p21.1
	BAP1	3	52401013	52410350	p21.1
223732_at	SLC23A1	5	139367196	139384553	q31.2
	SLC23A1	5	139367196	139384553	q31.2
		22	25756318	25756669	q12.1
	DHFRP2	CHR_HSCHR6_MHC_MANN_CTG1	31409367	31409913	
1563263_at	PLCG2	16	81739097	81962693	q23.3
1557993_at	PLCG2	16	81739097	81962693	q23.3
204613_at	PLCG2	16	81739097	81962693	q23.3
230917_at	PLCG2	16	81739097	81962693	q23.3
	PLCG2	16	81739097	81962693	q23.3
205597_at	SLC44A4	CHR_HSCHR6_MHC_DBB_CTG1	31845377	31861227	
1555203_s_at	SLC44A4	CHR_HSCHR6_MHC_DBB_CTG1	31845377	31861227	
	SLC44A4	CHR_HSCHR6_MHC_DBB_CTG1	31845377	31861227	
225196_s_at	MRPS26	20	3045945	3048254	p13
206002_at	ADGRG2	X	18989309	19122637	p22.13
	ADGRG2	X	18989309	19122637	p22.13
	DEFB109A	8	12393209	12400366	p23.1
	KRT18P40	CHR_HSCHR19_1_CTG2	20967473	20971556	
226077_at	RNF145	5	159157409	159210053	q33.3
238949_at	RNF145	5	159157409	159210053	q33.3
	RNF145	5	159157409	159210053	q33.3
213941_x_at	RPS7P1	17	28467822	28468406	q11.2
200082_s_at	RPS7P1	17	28467822	28468406	q11.2
212329_at	SCAP	3	47413694	47477126	p21.31
	SCAP	3	47413694	47477126	p21.31
		17	28455752	28614197	q11.2
207576_x_at	OXT	20	3071620	3072517	p13
221122_at	HRASLS2	11	63552770	63563383	q12.3
		2	191154118	191156070	q32.3
203169_at	RGP1	9	35749287	35758575	p13.3
	RGP1	9	35749287	35758575	p13.3
	HMGB1P27	2	191174233	191174835	q32.3
	MAN1A2P1	19	28790812	28792871	q12
		CHR_HSCHR19_1_CTG2	20978678	20989626	
209581_at	PLA2G16	11	63573195	63616883	q13.1
235110_at	PLA2G16	11	63573195	63616883	q13.1
202623_at	EAPP	14	34515929	34539711	q13.1
	EAPP	14	34515929	34539711	q13.1
	ZNF430	CHR_HSCHR19_1_CTG2	21027036	21043218	
		19	15613247	15614553	p13.12
	KRT18P49	X	107428630	107429461	q22.3
		X	63087071	63088664	q11.1
	CBX1P1	X	63299247	63299673	q11.1
206963_s_at	NAT8	2	73640832	73642393	p13.1
210289_at	NAT8	2	73640832	73642393	p13.1
208567_s_at	KCNJ12	17	21376197	21419872	p11.2
207110_at	KCNJ12	17	21376197	21419872	p11.2
232289_at	KCNJ12	17	21376197	21419872	p11.2
		11	63616308	63621671	q13.1
		21	13120244	13120807	q11.2
		19	28869796	28879170	q12
228654_at	SPIN4	X	63347228	63351344	q11.1
1552576_at	ALMS1P1	2	73644919	73685576	p13.1
		21	13305152	13314944	q11.2
		19	28883430	28953245	q12
		19	28949437	28950200	q12
	LINC01278	X	63343227	63561071	q11.1
212957_s_at	LINC01278	X	63343227	63561071	q11.1
213778_x_at	ZNF276	16	89720400	89740903	q24.3
231922_at	ZNF276	16	89720400	89740903	q24.3
	ZNF276	16	89720400	89740903	q24.3
		19	28892931	28895949	q12
		16	56708772	56729968	q13
		17	35963488	35965472	q12
236391_at		20	31970181	31970831	q11.21
220364_at	EPB41L4A-DT	5	112419583	112420978	q22.2
1554741_s_at	FGF7P2	21	13349265	13350648	q11.2
243101_x_at	XKR7	20	31968002	32003387	q11.21
	SPIN4-AS1	X	63349646	63352178	q11.1
		19	28960506	28964943	q12
	ZNF346-IT1	5	177051714	177052963	q35.2
1557550_at	LINC00906	19	28965131	28970874	q12
	LINC00906	19	28965131	28970874	q12
	MSMP	9	35752990	35756613	p13.3
	ZNF346	5	177022696	177081189	q35.2
222884_at	ZNF346	5	177022696	177081189	q35.2
232753_at	ZNF346	5	177022696	177081189	q35.2
	HMGB3P16	5	112452703	112452989	q22.2
1562292_at	ANKRD30BP1	21	13384249	13427773	q11.2
		5	112546973	112547505	q22.2
206963_s_at	NAT8B	2	73700576	73701340	p13.1
206964_at	NAT8B	2	73700576	73701340	p13.1
		6	99575712	99576456	q16.2
	FRMPD3-AS1	X	107512983	107545821	q22.3
201309_x_at		7	23480753	23480959	p15.3
		6	99587611	99589898	q16.2
236688_at	FRMPD3	X	107522450	107605251	q22.3
	FRMPD3	X	107522450	107605251	q22.3
	LINC02200	5	112628436	112632100	q22.2
	RPS2P32	7	23490473	23491364	p15.3
211688_x_at	KIR3DL2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	54921821	54938615	
207313_x_at	KIR3DL2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	54921821	54938615	
216907_x_at	KIR3DL2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	54921821	54938615	
207314_x_at	KIR3DL2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	54921821	54938615	
		19	10490339	10491000	p13.2
		9	35756712	35757940	p13.3
	CCL16	17	35976493	35981496	q12
207354_at	CCL16	17	35976493	35981496	q12
		X	113347413	113347619	q23
202417_at	KEAP1	19	10486120	10503741	p13.2
	KEAP1	19	10486120	10503741	p13.2
1553483_at	TSGA10IP	11	65945445	65959963	q13.1
	TSGA10IP	11	65945445	65959963	q13.1
217290_at		X	113522482	113522989	q23
	RPL23AP57	9	6639139	6639604	p24.1
34689_at	TREX1	3	48465811	48467645	p21.31
205875_s_at	TREX1	3	48465811	48467645	p21.31
1570070_at		20	32027753	32031575	q11.21
222184_at		8	12412827	12414373	p23.1
		9	6568844	6569360	p24.1
231991_at	CCM2L	20	32010450	32032180	q11.21
222983_s_at	PAIP2	5	139341587	139369720	q31.2
222984_at	PAIP2	5	139341587	139369720	q31.2
1560065_at	PAIP2	5	139341587	139369720	q31.2
	STK19B	CHR_HSCHR6_MHC_MCF_CTG1	32089713	32090230	
	TPRKB	2	73729104	73737400	p13.1
219030_at	TPRKB	2	73729104	73737400	p13.1
214868_at	PIWIL1	CHR_HSCHR12_5_CTG2_1	130337887	130372618	
	PIWIL1	CHR_HSCHR12_5_CTG2_1	130337887	130372618	
202181_at	SUSD6	14	69611596	69715142	q24.1
	SUSD6	14	69611596	69715142	q24.1
221489_s_at	SPRY4	5	142310427	142326455	q31.3
	SPRY4	5	142310427	142326455	q31.3
	IMMP1LP1	11	63632233	63632720	q13.1
		11	63637677	63658962	q13.1
224893_at	ATL3	11	63624087	63671921	q13.1
223453_s_at	ATL3	11	63624087	63671921	q13.1
223452_s_at	ATL3	11	63624087	63671921	q13.1
	ATL3	11	63624087	63671921	q13.1
207935_s_at	KRT13	17	41500981	41505705	q21.2
	KRT13	17	41500981	41505705	q21.2
		12	49232790	49264756	q13.12
229071_at	C17orf100	17	6651718	6693202	p13.1
	C17orf100	17	6651718	6693202	p13.1
211725_s_at	BID	22	17734138	17774770	q11.21
227143_s_at	BID	22	17734138	17774770	q11.21
204493_at	BID	22	17734138	17774770	q11.21
	BID	22	17734138	17774770	q11.21
201090_x_at	TUBA1A	12	49184796	49189324	q13.12
213646_x_at	TUBA1A	12	49184796	49189324	q13.12
211058_x_at	TUBA1A	12	49184796	49189324	q13.12
209118_s_at	TUBA1A	12	49184796	49189324	q13.12
212639_x_at	TUBA1A	12	49184796	49189324	q13.12
	TUBA1A	12	49184796	49189324	q13.12
	SPRY4-AS1	5	142325293	142672001	q31.3
		14	69617122	69617648	q24.1
206514_s_at	CYP4F3	19	15640897	15662825	p13.12
206515_at	CYP4F3	19	15640897	15662825	p13.12
	CYP4F3	19	15640897	15662825	p13.12
	ALOX15P1	17	6657034	6693577	p13.1
	MYO1B	2	191245185	191425389	q32.3
212364_at	MYO1B	2	191245185	191425389	q32.3
212365_at	MYO1B	2	191245185	191425389	q32.3
215074_at	MYO1B	2	191245185	191425389	q32.3
206839_at	C22orf31	22	29058672	29061844	q12.1
204658_at	TRA2A	7	23504780	23532041	p15.3
	TRA2A	7	23504780	23532041	p15.3
213575_at	TRA2A	7	23504780	23532041	p15.3
	RPS12P10	5	142566700	142567076	q31.3
	C9orf129	9	93318199	93346414	q22.31
	RPS3AP25	7	94695027	94695819	q21.3
222223_s_at	IL36RN	2	113058638	113065382	q14.1
	IL36RN	2	113058638	113065382	q14.1
	ENPP7P14	16	5110793	5148685	p13.3
		17	6653464	6655009	p13.1
		16	5098739	5142595	p13.3
227889_at	LPCAT2	16	55508998	55586670	q12.2
222833_at	LPCAT2	16	55508998	55586670	q12.2
239598_s_at	LPCAT2	16	55508998	55586670	q12.2
	LPCAT2	16	55508998	55586670	q12.2
		16	5207088	5207439	p13.3
228844_at	SLC13A5	17	6684713	6713567	p13.1
	SLC13A5	17	6684713	6713567	p13.1
	LINC02164	16	5215394	5220594	p13.3
	RPS27P15	6	73618346	73618597	q13
223441_at	SLC17A5	6	73593379	73654155	q13
221041_s_at	SLC17A5	6	73593379	73654155	q13
	SLC17A5	6	73593379	73654155	q13
		5	139364677	139369717	q31.2
229266_at	SHISA6	17	11241263	11564063	p12
	SHISA6	17	11241263	11564063	p12
		8	38408048	38408742	p11.23
224756_s_at	ABHD16A	CHR_HSCHR6_MHC_MANN_CTG1	31726403	31742871	
230221_at	ABHD16A	CHR_HSCHR6_MHC_MANN_CTG1	31726403	31742871	
	ABHD16A	CHR_HSCHR6_MHC_MANN_CTG1	31726403	31742871	
	C2orf69P1	16	35552909	35554001	p11.1
		8	38400536	38401683	p11.23
207848_at	AVP	20	3082556	3084724	p13
		8	93834454	93846743	q22.1
	LETM2	8	38386207	38409527	p11.23
1557415_s_at	LETM2	8	38386207	38409527	p11.23
1552546_a_at	LETM2	8	38386207	38409527	p11.23
	MYL12AP1	8	93849561	93850075	q22.1
	AKR1B1P7	19	33360497	33361448	q13.11
	C1QL1P1	16	35574834	35575494	p11.1
1562684_at		6	79552794	79553160	q14.1
		21	16754519	16815688	q21.1
204203_at	CEBPG	19	33373330	33382686	q13.11
225527_at	CEBPG	19	33373330	33382686	q13.11
		21	16862875	16873691	q21.1
1559303_at	LINC01532	19	29002555	29013955	q12
243060_at	LINC01532	19	29002555	29013955	q12
1563300_at	LINC02443	12	5233997	5243151	p13.32
	LINC02443	12	5233997	5243151	p13.32
	NEK4P1	21	17210469	17211347	q21.1
		21	17296219	17296596	q21.1
240801_at	LINC01549	21	17438890	17449185	q21.1
	COPZ2	17	48026167	48038030	q21.32
219561_at	COPZ2	17	48026167	48038030	q21.32
235897_at	COPZ2	17	48026167	48038030	q21.32
208909_at	UQCRFS1	19	29205321	29213541	q12
		6	79561132	79561602	q14.1
1552938_at	ZIC5	13	99962964	99971909	q32.3
		12	49265156	49273306	q13.12
	TUBA1C	12	49188736	49274603	q13.12
209251_x_at	TUBA1C	12	49188736	49274603	q13.12
211750_x_at	TUBA1C	12	49188736	49274603	q13.12
212639_x_at	TUBA1C	12	49188736	49274603	q13.12
		13	20092632	20094144	q12.11
		19	29213235	29215815	q12
217481_x_at		17	11288205	11290811	p12
	RPL39P40	21	17500679	17500824	q21.1
203806_s_at	FANCA	16	89737549	89816657	q24.3
203805_s_at	FANCA	16	89737549	89816657	q24.3
	FANCA	16	89737549	89816657	q24.3
236976_at	FANCA	16	89737549	89816657	q24.3
215530_at	FANCA	16	89737549	89816657	q24.3
	PDP1	8	93857807	93926066	q22.1
218273_s_at	PDP1	8	93857807	93926066	q22.1
222572_at	PDP1	8	93857807	93926066	q22.1
		11	119417951	119419114	q23.3
207987_s_at	GNRH1	8	25419260	25424654	p21.2
230552_at		19	36304580	36312668	q13.12
	DUXAP5	11	119444991	119445519	q23.3
218027_at	MRPL15	8	54135210	54147901	q11.23
	MRPL15	8	54135210	54147901	q11.23
208851_s_at	THY1	11	119417378	119424985	q23.3
213869_x_at	THY1	11	119417378	119424985	q23.3
208850_s_at	THY1	11	119417378	119424985	q23.3
	THY1	11	119417378	119424985	q23.3
		3	47469777	47469987	p21.31
		CHR_HSCHR6_MHC_MANN_CTG1	31420428	31421029	
	ZDHHC20P2	CHR_HSCHR6_MHC_MANN_CTG1	31423425	31423853	
	HLA-S	CHR_HSCHR6_MHC_MANN_CTG1	31425088	31425302	
		16	55538200	55542027	q12.2
		17	35983656	35990270	q12
1569732_at		17	35983656	35990270	q12
223832_s_at	CAPNS2	16	55566672	55567687	q12.2
		5	159209921	159248796	q33.3
223642_at	ZIC2	13	99981772	99986773	q32.3
		8	102656464	102687118	q22.3
210390_s_at	CCL15	17	35996440	36002038	q12
	LINC01932	5	159227715	159245127	q33.3
		21	5232668	5243833	p12
	ADI1P2	8	102688317	102688906	q22.3
205905_s_at	MICA	CHR_HSCHR6_MHC_MANN_CTG1	31442784	31459233	
205904_at	MICA	CHR_HSCHR6_MHC_MANN_CTG1	31442784	31459233	
208739_x_at	SUMO2P1	CHR_HSCHR6_MHC_COX_CTG1	29632655	29632938	
	RPL5P19	6	92013842	92014734	q15
225041_at		12	7438780	7439990	p13.31
200950_at		7	99325879	99394653	q22.1
201954_at		7	99325879	99394653	q22.1
	LINC01670	21	5499151	5502542	p12
	LINC02495	4	6200733	6239937	p16.1
	ASB16	17	44170447	44179083	q21.31
1553253_at	ASB16	17	44170447	44179083	q21.31
	LINC00363	13	93056657	93057926	q31.3
		8	93915734	93916682	q22.1
		7	99442890	99443496	q22.1
	ATP5MF-PTCD1	7	99419749	99466197	q22.1
